Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"QCL","Cultures et produits animaux","344","Chine - RAS de Hong-Kong","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","0","I","Valeur imputée"
"QCL","Cultures et produits animaux","344","Chine - RAS de Hong-Kong","5112","Réserves","02153","Oies","2017","2017","1000 têtes","","M","Valeur manquante (les données ne peuvent exister, sans objet)"
"QCL","Cultures et produits animaux","344","Chine - RAS de Hong-Kong","5111","Réserves","02122","Ovins","2017","2017","Tête","20","E","Valeur estimée"
"QCL","Cultures et produits animaux","344","Chine - RAS de Hong-Kong","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","1300","E","Valeur estimée"
"QCL","Cultures et produits animaux","344","Chine - RAS de Hong-Kong","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","160000","E","Valeur estimée"
"QCL","Cultures et produits animaux","446","Chine - RAS de Macao","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","745","E","Valeur estimée"
"QCL","Cultures et produits animaux","156","Chine, continentale","5111","Réserves","02132","Anes","2017","2017","Tête","2677833","A","Chiffre officiel"
"QCL","Cultures et produits animaux","156","Chine, continentale","5111","Réserves","02111","Bovins","2017","2017","Tête","61841430","E","Valeur estimée"
"QCL","Cultures et produits animaux","156","Chine, continentale","5111","Réserves","02112","Buffles","2017","2017","Tête","26503470","E","Valeur estimée"
"QCL","Cultures et produits animaux","156","Chine, continentale","5111","Réserves","02121.01","Camelidés","2017","2017","Tête","323270","A","Chiffre officiel"
"QCL","Cultures et produits animaux","156","Chine, continentale","5112","Réserves","02154","Canards","2017","2017","1000 têtes","729126","I","Valeur imputée"
"QCL","Cultures et produits animaux","156","Chine, continentale","5111","Réserves","02123","Caprins","2017","2017","Tête","138237686","A","Chiffre officiel"
"QCL","Cultures et produits animaux","156","Chine, continentale","5111","Réserves","02131","Chevaux","2017","2017","Tête","3436422","A","Chiffre officiel"
"QCL","Cultures et produits animaux","156","Chine, continentale","5112","Réserves","02191","Leporides","2017","2017","1000 têtes","121140","A","Chiffre officiel"
"QCL","Cultures et produits animaux","156","Chine, continentale","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","811158","A","Chiffre officiel"
"QCL","Cultures et produits animaux","156","Chine, continentale","5112","Réserves","02153","Oies","2017","2017","1000 têtes","309153","I","Valeur imputée"
"QCL","Cultures et produits animaux","156","Chine, continentale","5111","Réserves","02122","Ovins","2017","2017","Tête","164078873","A","Chiffre officiel"
"QCL","Cultures et produits animaux","156","Chine, continentale","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","5043057","I","Valeur imputée"
"QCL","Cultures et produits animaux","156","Chine, continentale","5114","Réserves","02196","Ruches","2017","2017","No","9143855","I","Valeur imputée"
"QCL","Cultures et produits animaux","156","Chine, continentale","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","441589162","A","Chiffre officiel"
"QCL","Cultures et produits animaux","158","Chine, Taiwan Province de","5111","Réserves","02111","Bovins","2017","2017","Tête","143993","A","Chiffre officiel"
"QCL","Cultures et produits animaux","158","Chine, Taiwan Province de","5111","Réserves","02112","Buffles","2017","2017","Tête","2037","A","Chiffre officiel"
"QCL","Cultures et produits animaux","158","Chine, Taiwan Province de","5112","Réserves","02154","Canards","2017","2017","1000 têtes","7383","A","Chiffre officiel"
"QCL","Cultures et produits animaux","158","Chine, Taiwan Province de","5111","Réserves","02123","Caprins","2017","2017","Tête","146000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","158","Chine, Taiwan Province de","5111","Réserves","02131","Chevaux","2017","2017","Tête","862","I","Valeur imputée"
"QCL","Cultures et produits animaux","158","Chine, Taiwan Province de","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","81","A","Chiffre officiel"
"QCL","Cultures et produits animaux","158","Chine, Taiwan Province de","5112","Réserves","02191","Leporides","2017","2017","1000 têtes","61","E","Valeur estimée"
"QCL","Cultures et produits animaux","158","Chine, Taiwan Province de","5112","Réserves","02153","Oies","2017","2017","1000 têtes","548","A","Chiffre officiel"
"QCL","Cultures et produits animaux","158","Chine, Taiwan Province de","5111","Réserves","02122","Ovins","2017","2017","Tête","214","E","Valeur estimée"
"QCL","Cultures et produits animaux","158","Chine, Taiwan Province de","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","94647","A","Chiffre officiel"
"QCL","Cultures et produits animaux","158","Chine, Taiwan Province de","5114","Réserves","02196","Ruches","2017","2017","No","142641","I","Valeur imputée"
"QCL","Cultures et produits animaux","158","Chine, Taiwan Province de","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","5442381","A","Chiffre officiel"
"QCL","Cultures et produits animaux","196","Chypre","5111","Réserves","02132","Anes","2017","2017","Tête","5200","I","Valeur imputée"
"QCL","Cultures et produits animaux","196","Chypre","5111","Réserves","02111","Bovins","2017","2017","Tête","66862","A","Chiffre officiel"
"QCL","Cultures et produits animaux","196","Chypre","5112","Réserves","02154","Canards","2017","2017","1000 têtes","5","E","Valeur estimée"
"QCL","Cultures et produits animaux","196","Chypre","5111","Réserves","02123","Caprins","2017","2017","Tête","257637","A","Chiffre officiel"
"QCL","Cultures et produits animaux","196","Chypre","5111","Réserves","02131","Chevaux","2017","2017","Tête","662","I","Valeur imputée"
"QCL","Cultures et produits animaux","196","Chypre","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","84","E","Valeur estimée"
"QCL","Cultures et produits animaux","196","Chypre","5112","Réserves","02191","Leporides","2017","2017","1000 têtes","85","I","Valeur imputée"
"QCL","Cultures et produits animaux","196","Chypre","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","1500","I","Valeur imputée"
"QCL","Cultures et produits animaux","196","Chypre","5112","Réserves","02153","Oies","2017","2017","1000 têtes","0","I","Valeur imputée"
"QCL","Cultures et produits animaux","196","Chypre","5111","Réserves","02122","Ovins","2017","2017","Tête","321488","A","Chiffre officiel"
"QCL","Cultures et produits animaux","196","Chypre","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","2495","A","Chiffre officiel"
"QCL","Cultures et produits animaux","196","Chypre","5114","Réserves","02196","Ruches","2017","2017","No","49616","A","Chiffre officiel"
"QCL","Cultures et produits animaux","196","Chypre","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","350147","A","Chiffre officiel"
"QCL","Cultures et produits animaux","170","Colombie","5111","Réserves","02132","Anes","2017","2017","Tête","81811","A","Chiffre officiel"
"QCL","Cultures et produits animaux","170","Colombie","5111","Réserves","02111","Bovins","2017","2017","Tête","24328158","A","Chiffre officiel"
"QCL","Cultures et produits animaux","170","Colombie","5111","Réserves","02112","Buffles","2017","2017","Tête","292607","A","Chiffre officiel"
"QCL","Cultures et produits animaux","170","Colombie","5111","Réserves","02123","Caprins","2017","2017","Tête","1161238","A","Chiffre officiel"
"QCL","Cultures et produits animaux","170","Colombie","5111","Réserves","02131","Chevaux","2017","2017","Tête","1030940","A","Chiffre officiel"
"QCL","Cultures et produits animaux","170","Colombie","5112","Réserves","02191","Leporides","2017","2017","1000 têtes","544","I","Valeur imputée"
"QCL","Cultures et produits animaux","170","Colombie","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","191430","A","Chiffre officiel"
"QCL","Cultures et produits animaux","170","Colombie","5111","Réserves","02122","Ovins","2017","2017","Tête","1061722","A","Chiffre officiel"
"QCL","Cultures et produits animaux","170","Colombie","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","163830","A","Chiffre officiel"
"QCL","Cultures et produits animaux","170","Colombie","5114","Réserves","02196","Ruches","2017","2017","No","113652","I","Valeur imputée"
"QCL","Cultures et produits animaux","170","Colombie","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","5327460","A","Chiffre officiel"
"QCL","Cultures et produits animaux","174","Comores","5111","Réserves","02132","Anes","2017","2017","Tête","5494","I","Valeur imputée"
"QCL","Cultures et produits animaux","174","Comores","5111","Réserves","02111","Bovins","2017","2017","Tête","50879","I","Valeur imputée"
"QCL","Cultures et produits animaux","174","Comores","5111","Réserves","02123","Caprins","2017","2017","Tête","121172","I","Valeur imputée"
"QCL","Cultures et produits animaux","174","Comores","5111","Réserves","02122","Ovins","2017","2017","Tête","24920","I","Valeur imputée"
"QCL","Cultures et produits animaux","174","Comores","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","541","I","Valeur imputée"
"QCL","Cultures et produits animaux","178","Congo","5111","Réserves","02111","Bovins","2017","2017","Tête","350725","I","Valeur imputée"
"QCL","Cultures et produits animaux","178","Congo","5111","Réserves","02123","Caprins","2017","2017","Tête","326656","I","Valeur imputée"
"QCL","Cultures et produits animaux","178","Congo","5111","Réserves","02131","Chevaux","2017","2017","Tête","74","I","Valeur imputée"
"QCL","Cultures et produits animaux","178","Congo","5111","Réserves","02122","Ovins","2017","2017","Tête","122544","I","Valeur imputée"
"QCL","Cultures et produits animaux","178","Congo","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","2969","I","Valeur imputée"
"QCL","Cultures et produits animaux","178","Congo","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","97604","E","Valeur estimée"
"QCL","Cultures et produits animaux","188","Costa Rica","5111","Réserves","02132","Anes","2017","2017","Tête","8188","I","Valeur imputée"
"QCL","Cultures et produits animaux","188","Costa Rica","5111","Réserves","02111","Bovins","2017","2017","Tête","1476873","I","Valeur imputée"
"QCL","Cultures et produits animaux","188","Costa Rica","5111","Réserves","02123","Caprins","2017","2017","Tête","5397","E","Valeur estimée"
"QCL","Cultures et produits animaux","188","Costa Rica","5111","Réserves","02131","Chevaux","2017","2017","Tête","127265","I","Valeur imputée"
"QCL","Cultures et produits animaux","188","Costa Rica","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","5301","I","Valeur imputée"
"QCL","Cultures et produits animaux","188","Costa Rica","5111","Réserves","02122","Ovins","2017","2017","Tête","2827","I","Valeur imputée"
"QCL","Cultures et produits animaux","188","Costa Rica","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","24383","I","Valeur imputée"
"QCL","Cultures et produits animaux","188","Costa Rica","5114","Réserves","02196","Ruches","2017","2017","No","37910","A","Chiffre officiel"
"QCL","Cultures et produits animaux","188","Costa Rica","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","414841","I","Valeur imputée"
"QCL","Cultures et produits animaux","384","Côte d'Ivoire","5111","Réserves","02111","Bovins","2017","2017","Tête","1660220","I","Valeur imputée"
"QCL","Cultures et produits animaux","384","Côte d'Ivoire","5112","Réserves","02154","Canards","2017","2017","1000 têtes","","M","Valeur manquante (les données ne peuvent exister, sans objet)"
"QCL","Cultures et produits animaux","384","Côte d'Ivoire","5111","Réserves","02123","Caprins","2017","2017","Tête","2441441","I","Valeur imputée"
"QCL","Cultures et produits animaux","384","Côte d'Ivoire","5111","Réserves","02122","Ovins","2017","2017","Tête","1981306","I","Valeur imputée"
"QCL","Cultures et produits animaux","384","Côte d'Ivoire","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","72697","I","Valeur imputée"
"QCL","Cultures et produits animaux","384","Côte d'Ivoire","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","402283","I","Valeur imputée"
"QCL","Cultures et produits animaux","191","Croatie","5111","Réserves","02132","Anes","2017","2017","Tête","3252","A","Chiffre officiel"
"QCL","Cultures et produits animaux","191","Croatie","5111","Réserves","02111","Bovins","2017","2017","Tête","450757","A","Chiffre officiel"
"QCL","Cultures et produits animaux","191","Croatie","5112","Réserves","02154","Canards","2017","2017","1000 têtes","51","A","Chiffre officiel"
"QCL","Cultures et produits animaux","191","Croatie","5111","Réserves","02123","Caprins","2017","2017","Tête","76771","A","Chiffre officiel"
"QCL","Cultures et produits animaux","191","Croatie","5111","Réserves","02131","Chevaux","2017","2017","Tête","23209","A","Chiffre officiel"
"QCL","Cultures et produits animaux","191","Croatie","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","493","A","Chiffre officiel"
"QCL","Cultures et produits animaux","191","Croatie","5112","Réserves","02153","Oies","2017","2017","1000 têtes","13","A","Chiffre officiel"
"QCL","Cultures et produits animaux","191","Croatie","5111","Réserves","02122","Ovins","2017","2017","Tête","636808","A","Chiffre officiel"
"QCL","Cultures et produits animaux","191","Croatie","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","9840","A","Chiffre officiel"
"QCL","Cultures et produits animaux","191","Croatie","5114","Réserves","02196","Ruches","2017","2017","No","406407","A","Chiffre officiel"
"QCL","Cultures et produits animaux","191","Croatie","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","1121032","A","Chiffre officiel"
"QCL","Cultures et produits animaux","192","Cuba","5111","Réserves","02132","Anes","2017","2017","Tête","16900","A","Chiffre officiel"
"QCL","Cultures et produits animaux","192","Cuba","5111","Réserves","02111","Bovins","2017","2017","Tête","3865500","A","Chiffre officiel"
"QCL","Cultures et produits animaux","192","Cuba","5111","Réserves","02123","Caprins","2017","2017","Tête","1157700","A","Chiffre officiel"
"QCL","Cultures et produits animaux","192","Cuba","5111","Réserves","02131","Chevaux","2017","2017","Tête","888800","A","Chiffre officiel"
"QCL","Cultures et produits animaux","192","Cuba","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","21600","A","Chiffre officiel"
"QCL","Cultures et produits animaux","192","Cuba","5111","Réserves","02122","Ovins","2017","2017","Tête","1567200","A","Chiffre officiel"
"QCL","Cultures et produits animaux","192","Cuba","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","25635","A","Chiffre officiel"
"QCL","Cultures et produits animaux","192","Cuba","5114","Réserves","02196","Ruches","2017","2017","No","184400","A","Chiffre officiel"
"QCL","Cultures et produits animaux","192","Cuba","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","2069400","A","Chiffre officiel"
"QCL","Cultures et produits animaux","208","Danemark","5111","Réserves","02111","Bovins","2017","2017","Tête","1545417","A","Chiffre officiel"
"QCL","Cultures et produits animaux","208","Danemark","5112","Réserves","02154","Canards","2017","2017","1000 têtes","174","A","Chiffre officiel"
"QCL","Cultures et produits animaux","208","Danemark","5111","Réserves","02131","Chevaux","2017","2017","Tête","51586","A","Chiffre officiel"
"QCL","Cultures et produits animaux","208","Danemark","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","304","A","Chiffre officiel"
"QCL","Cultures et produits animaux","208","Danemark","5112","Réserves","02153","Oies","2017","2017","1000 têtes","4","A","Chiffre officiel"
"QCL","Cultures et produits animaux","208","Danemark","5111","Réserves","02122","Ovins","2017","2017","Tête","154129","A","Chiffre officiel"
"QCL","Cultures et produits animaux","208","Danemark","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","20733","A","Chiffre officiel"
"QCL","Cultures et produits animaux","208","Danemark","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","12307667","A","Chiffre officiel"
"QCL","Cultures et produits animaux","262","Djibouti","5111","Réserves","02132","Anes","2017","2017","Tête","8375","I","Valeur imputée"
"QCL","Cultures et produits animaux","262","Djibouti","5111","Réserves","02111","Bovins","2017","2017","Tête","299104","I","Valeur imputée"
"QCL","Cultures et produits animaux","262","Djibouti","5111","Réserves","02121.01","Camelidés","2017","2017","Tête","71973","I","Valeur imputée"
"QCL","Cultures et produits animaux","262","Djibouti","5111","Réserves","02123","Caprins","2017","2017","Tête","515936","I","Valeur imputée"
"QCL","Cultures et produits animaux","262","Djibouti","5111","Réserves","02122","Ovins","2017","2017","Tête","469698","I","Valeur imputée"
"QCL","Cultures et produits animaux","212","Dominique","5111","Réserves","02111","Bovins","2017","2017","Tête","14084","I","Valeur imputée"
"QCL","Cultures et produits animaux","212","Dominique","5111","Réserves","02123","Caprins","2017","2017","Tête","9705","I","Valeur imputée"
"QCL","Cultures et produits animaux","212","Dominique","5111","Réserves","02122","Ovins","2017","2017","Tête","8056","I","Valeur imputée"
"QCL","Cultures et produits animaux","212","Dominique","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","200","I","Valeur imputée"
"QCL","Cultures et produits animaux","212","Dominique","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","5071","I","Valeur imputée"
"QCL","Cultures et produits animaux","818","Égypte","5111","Réserves","02132","Anes","2017","2017","Tête","1385237","A","Chiffre officiel"
"QCL","Cultures et produits animaux","818","Égypte","5111","Réserves","02111","Bovins","2017","2017","Tête","4387289","A","Chiffre officiel"
"QCL","Cultures et produits animaux","818","Égypte","5111","Réserves","02112","Buffles","2017","2017","Tête","3432581","A","Chiffre officiel"
"QCL","Cultures et produits animaux","818","Égypte","5111","Réserves","02121.01","Camelidés","2017","2017","Tête","155713","A","Chiffre officiel"
"QCL","Cultures et produits animaux","818","Égypte","5112","Réserves","02154","Canards","2017","2017","1000 têtes","8499","I","Valeur imputée"
"QCL","Cultures et produits animaux","818","Égypte","5111","Réserves","02123","Caprins","2017","2017","Tête","3973692","A","Chiffre officiel"
"QCL","Cultures et produits animaux","818","Égypte","5111","Réserves","02131","Chevaux","2017","2017","Tête","75446","A","Chiffre officiel"
"QCL","Cultures et produits animaux","818","Égypte","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","3325","I","Valeur imputée"
"QCL","Cultures et produits animaux","818","Égypte","5112","Réserves","02191","Leporides","2017","2017","1000 têtes","7105","A","Chiffre officiel"
"QCL","Cultures et produits animaux","818","Égypte","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","2636","E","Valeur estimée"
"QCL","Cultures et produits animaux","818","Égypte","5112","Réserves","02153","Oies","2017","2017","1000 têtes","6959","I","Valeur imputée"
"QCL","Cultures et produits animaux","818","Égypte","5111","Réserves","02122","Ovins","2017","2017","Tête","5305337","A","Chiffre officiel"
"QCL","Cultures et produits animaux","818","Égypte","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","159906","I","Valeur imputée"
"QCL","Cultures et produits animaux","818","Égypte","5114","Réserves","02196","Ruches","2017","2017","No","820516","A","Chiffre officiel"
"QCL","Cultures et produits animaux","818","Égypte","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","11000","E","Valeur estimée"
"QCL","Cultures et produits animaux","222","El Salvador","5111","Réserves","02132","Anes","2017","2017","Tête","3251","I","Valeur imputée"
"QCL","Cultures et produits animaux","222","El Salvador","5111","Réserves","02111","Bovins","2017","2017","Tête","885564","A","Chiffre officiel"
"QCL","Cultures et produits animaux","222","El Salvador","5111","Réserves","02123","Caprins","2017","2017","Tête","14510","I","Valeur imputée"
"QCL","Cultures et produits animaux","222","El Salvador","5111","Réserves","02131","Chevaux","2017","2017","Tête","98027","I","Valeur imputée"
"QCL","Cultures et produits animaux","222","El Salvador","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","24046","I","Valeur imputée"
"QCL","Cultures et produits animaux","222","El Salvador","5111","Réserves","02122","Ovins","2017","2017","Tête","5357","I","Valeur imputée"
"QCL","Cultures et produits animaux","222","El Salvador","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","17275","I","Valeur imputée"
"QCL","Cultures et produits animaux","222","El Salvador","5114","Réserves","02196","Ruches","2017","2017","No","216002","I","Valeur imputée"
"QCL","Cultures et produits animaux","222","El Salvador","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","251391","I","Valeur imputée"
"QCL","Cultures et produits animaux","784","Émirats arabes unis","5111","Réserves","02111","Bovins","2017","2017","Tête","106177","A","Chiffre officiel"
"QCL","Cultures et produits animaux","784","Émirats arabes unis","5111","Réserves","02121.01","Camelidés","2017","2017","Tête","459971","A","Chiffre officiel"
"QCL","Cultures et produits animaux","784","Émirats arabes unis","5111","Réserves","02123","Caprins","2017","2017","Tête","2329732","A","Chiffre officiel"
"QCL","Cultures et produits animaux","784","Émirats arabes unis","5111","Réserves","02131","Chevaux","2017","2017","Tête","432","I","Valeur imputée"
"QCL","Cultures et produits animaux","784","Émirats arabes unis","5112","Réserves","02191","Leporides","2017","2017","1000 têtes","","M","Valeur manquante (les données ne peuvent exister, sans objet)"
"QCL","Cultures et produits animaux","784","Émirats arabes unis","5111","Réserves","02122","Ovins","2017","2017","Tête","2128755","A","Chiffre officiel"
"QCL","Cultures et produits animaux","784","Émirats arabes unis","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","24347","I","Valeur imputée"
"QCL","Cultures et produits animaux","218","Équateur","5111","Réserves","02132","Anes","2017","2017","Tête","49727","A","Chiffre officiel"
"QCL","Cultures et produits animaux","218","Équateur","5111","Réserves","02111","Bovins","2017","2017","Tête","4190611","A","Chiffre officiel"
"QCL","Cultures et produits animaux","218","Équateur","5112","Réserves","02154","Canards","2017","2017","1000 têtes","484","A","Chiffre officiel"
"QCL","Cultures et produits animaux","218","Équateur","5111","Réserves","02123","Caprins","2017","2017","Tête","39583","A","Chiffre officiel"
"QCL","Cultures et produits animaux","218","Équateur","5111","Réserves","02131","Chevaux","2017","2017","Tête","209990","A","Chiffre officiel"
"QCL","Cultures et produits animaux","218","Équateur","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","212","A","Chiffre officiel"
"QCL","Cultures et produits animaux","218","Équateur","5112","Réserves","02191","Leporides","2017","2017","1000 têtes","454","I","Valeur imputée"
"QCL","Cultures et produits animaux","218","Équateur","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","80111","A","Chiffre officiel"
"QCL","Cultures et produits animaux","218","Équateur","5112","Réserves","02153","Oies","2017","2017","1000 têtes","46","I","Valeur imputée"
"QCL","Cultures et produits animaux","218","Équateur","5111","Réserves","02122","Ovins","2017","2017","Tête","390120","A","Chiffre officiel"
"QCL","Cultures et produits animaux","218","Équateur","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","160556","A","Chiffre officiel"
"QCL","Cultures et produits animaux","218","Équateur","5114","Réserves","02196","Ruches","2017","2017","No","46873","I","Valeur imputée"
"QCL","Cultures et produits animaux","218","Équateur","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","1115473","A","Chiffre officiel"
"QCL","Cultures et produits animaux","232","Érythrée","5111","Réserves","02111","Bovins","2017","2017","Tête","2134373","I","Valeur imputée"
"QCL","Cultures et produits animaux","232","Érythrée","5111","Réserves","02121.01","Camelidés","2017","2017","Tête","382055","I","Valeur imputée"
"QCL","Cultures et produits animaux","232","Érythrée","5111","Réserves","02123","Caprins","2017","2017","Tête","1814725","I","Valeur imputée"
"QCL","Cultures et produits animaux","232","Érythrée","5111","Réserves","02122","Ovins","2017","2017","Tête","2331674","E","Valeur estimée"
"QCL","Cultures et produits animaux","232","Érythrée","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","1277","E","Valeur estimée"
"QCL","Cultures et produits animaux","724","Espagne","5111","Réserves","02132","Anes","2017","2017","Tête","140813","I","Valeur imputée"
"QCL","Cultures et produits animaux","724","Espagne","5111","Réserves","02111","Bovins","2017","2017","Tête","6465747","A","Chiffre officiel"
"QCL","Cultures et produits animaux","724","Espagne","5112","Réserves","02154","Canards","2017","2017","1000 têtes","","A","Chiffre officiel"
"QCL","Cultures et produits animaux","724","Espagne","5111","Réserves","02123","Caprins","2017","2017","Tête","3059731","A","Chiffre officiel"
"QCL","Cultures et produits animaux","724","Espagne","5111","Réserves","02131","Chevaux","2017","2017","Tête","307441","I","Valeur imputée"
"QCL","Cultures et produits animaux","724","Espagne","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","","A","Chiffre officiel"
"QCL","Cultures et produits animaux","724","Espagne","5112","Réserves","02191","Leporides","2017","2017","1000 têtes","","A","Chiffre officiel"
"QCL","Cultures et produits animaux","724","Espagne","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","109394","I","Valeur imputée"
"QCL","Cultures et produits animaux","724","Espagne","5112","Réserves","02153","Oies","2017","2017","1000 têtes","20","I","Valeur imputée"
"QCL","Cultures et produits animaux","724","Espagne","5111","Réserves","02122","Ovins","2017","2017","Tête","15963106","A","Chiffre officiel"
"QCL","Cultures et produits animaux","724","Espagne","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","137500","E","Valeur estimée"
"QCL","Cultures et produits animaux","724","Espagne","5114","Réserves","02196","Ruches","2017","2017","No","2904971","A","Chiffre officiel"
"QCL","Cultures et produits animaux","724","Espagne","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","29971357","A","Chiffre officiel"
"QCL","Cultures et produits animaux","233","Estonie","5111","Réserves","02111","Bovins","2017","2017","Tête","250900","A","Chiffre officiel"
"QCL","Cultures et produits animaux","233","Estonie","5112","Réserves","02154","Canards","2017","2017","1000 têtes","9","I","Valeur imputée"
"QCL","Cultures et produits animaux","233","Estonie","5111","Réserves","02123","Caprins","2017","2017","Tête","5100","A","Chiffre officiel"
"QCL","Cultures et produits animaux","233","Estonie","5111","Réserves","02131","Chevaux","2017","2017","Tête","5700","A","Chiffre officiel"
"QCL","Cultures et produits animaux","233","Estonie","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","10","E","Valeur estimée"
"QCL","Cultures et produits animaux","233","Estonie","5112","Réserves","02191","Leporides","2017","2017","1000 têtes","42","I","Valeur imputée"
"QCL","Cultures et produits animaux","233","Estonie","5112","Réserves","02153","Oies","2017","2017","1000 têtes","9","I","Valeur imputée"
"QCL","Cultures et produits animaux","233","Estonie","5111","Réserves","02122","Ovins","2017","2017","Tête","80800","A","Chiffre officiel"
"QCL","Cultures et produits animaux","233","Estonie","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","2195","A","Chiffre officiel"
"QCL","Cultures et produits animaux","233","Estonie","5114","Réserves","02196","Ruches","2017","2017","No","49900","A","Chiffre officiel"
"QCL","Cultures et produits animaux","233","Estonie","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","289100","A","Chiffre officiel"
"QCL","Cultures et produits animaux","748","Eswatini","5111","Réserves","02132","Anes","2017","2017","Tête","16224","I","Valeur imputée"
"QCL","Cultures et produits animaux","748","Eswatini","5111","Réserves","02111","Bovins","2017","2017","Tête","610477","I","Valeur imputée"
"QCL","Cultures et produits animaux","748","Eswatini","5111","Réserves","02123","Caprins","2017","2017","Tête","258149","I","Valeur imputée"
"QCL","Cultures et produits animaux","748","Eswatini","5111","Réserves","02131","Chevaux","2017","2017","Tête","1687","I","Valeur imputée"
"QCL","Cultures et produits animaux","748","Eswatini","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","106","I","Valeur imputée"
"QCL","Cultures et produits animaux","748","Eswatini","5111","Réserves","02122","Ovins","2017","2017","Tête","36885","I","Valeur imputée"
"QCL","Cultures et produits animaux","748","Eswatini","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","3825","I","Valeur imputée"
"QCL","Cultures et produits animaux","748","Eswatini","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","35674","I","Valeur imputée"
"QCL","Cultures et produits animaux","840","États-Unis d'Amérique","5111","Réserves","02132","Anes","2017","2017","Tête","51977","I","Valeur imputée"
"QCL","Cultures et produits animaux","840","États-Unis d'Amérique","5111","Réserves","02111","Bovins","2017","2017","Tête","93624600","A","Chiffre officiel"
"QCL","Cultures et produits animaux","840","États-Unis d'Amérique","5112","Réserves","02154","Canards","2017","2017","1000 têtes","7548","I","Valeur imputée"
"QCL","Cultures et produits animaux","840","États-Unis d'Amérique","5111","Réserves","02123","Caprins","2017","2017","Tête","2627000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","840","États-Unis d'Amérique","5111","Réserves","02131","Chevaux","2017","2017","Tête","10404177","I","Valeur imputée"
"QCL","Cultures et produits animaux","840","États-Unis d'Amérique","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","245200","A","Chiffre officiel"
"QCL","Cultures et produits animaux","840","États-Unis d'Amérique","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","0","E","Valeur estimée"
