Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"QCL","Cultures et produits animaux","004","Afghanistan","5111","Réserves","02132","Anes","2017","2017","Tête","1317000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","004","Afghanistan","5111","Réserves","02111","Bovins","2017","2017","Tête","4977000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","004","Afghanistan","5111","Réserves","02121.01","Camelidés","2017","2017","Tête","172000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","004","Afghanistan","5111","Réserves","02123","Caprins","2017","2017","Tête","7598000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","004","Afghanistan","5111","Réserves","02131","Chevaux","2017","2017","Tête","175000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","004","Afghanistan","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","24000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","004","Afghanistan","5111","Réserves","02122","Ovins","2017","2017","Tête","13866000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","004","Afghanistan","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","13573","A","Chiffre officiel"
"QCL","Cultures et produits animaux","710","Afrique du Sud","5111","Réserves","02132","Anes","2017","2017","Tête","148694","I","Valeur imputée"
"QCL","Cultures et produits animaux","710","Afrique du Sud","5111","Réserves","02111","Bovins","2017","2017","Tête","12953388","A","Chiffre officiel"
"QCL","Cultures et produits animaux","710","Afrique du Sud","5112","Réserves","02154","Canards","2017","2017","1000 têtes","410","I","Valeur imputée"
"QCL","Cultures et produits animaux","710","Afrique du Sud","5111","Réserves","02123","Caprins","2017","2017","Tête","5474800","A","Chiffre officiel"
"QCL","Cultures et produits animaux","710","Afrique du Sud","5111","Réserves","02131","Chevaux","2017","2017","Tête","323564","I","Valeur imputée"
"QCL","Cultures et produits animaux","710","Afrique du Sud","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","544","I","Valeur imputée"
"QCL","Cultures et produits animaux","710","Afrique du Sud","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","15312","I","Valeur imputée"
"QCL","Cultures et produits animaux","710","Afrique du Sud","5112","Réserves","02153","Oies","2017","2017","1000 têtes","142","I","Valeur imputée"
"QCL","Cultures et produits animaux","710","Afrique du Sud","5111","Réserves","02122","Ovins","2017","2017","Tête","22688930","A","Chiffre officiel"
"QCL","Cultures et produits animaux","710","Afrique du Sud","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","178634","I","Valeur imputée"
"QCL","Cultures et produits animaux","710","Afrique du Sud","5114","Réserves","02196","Ruches","2017","2017","No","71499","I","Valeur imputée"
"QCL","Cultures et produits animaux","710","Afrique du Sud","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","1480839","A","Chiffre officiel"
"QCL","Cultures et produits animaux","008","Albanie","5111","Réserves","02132","Anes","2017","2017","Tête","56000","T","Chiffre non officiel"
"QCL","Cultures et produits animaux","008","Albanie","5111","Réserves","02111","Bovins","2017","2017","Tête","475215","A","Chiffre officiel"
"QCL","Cultures et produits animaux","008","Albanie","5111","Réserves","02112","Buffles","2017","2017","Tête","118","E","Valeur estimée"
"QCL","Cultures et produits animaux","008","Albanie","5112","Réserves","02154","Canards","2017","2017","1000 têtes","","M","Valeur manquante (les données ne peuvent exister, sans objet)"
"QCL","Cultures et produits animaux","008","Albanie","5111","Réserves","02123","Caprins","2017","2017","Tête","933121","A","Chiffre officiel"
"QCL","Cultures et produits animaux","008","Albanie","5111","Réserves","02131","Chevaux","2017","2017","Tête","32258","A","Chiffre officiel"
"QCL","Cultures et produits animaux","008","Albanie","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","409","A","Chiffre officiel"
"QCL","Cultures et produits animaux","008","Albanie","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","","M","Valeur manquante (les données ne peuvent exister, sans objet)"
"QCL","Cultures et produits animaux","008","Albanie","5112","Réserves","02153","Oies","2017","2017","1000 têtes","","M","Valeur manquante (les données ne peuvent exister, sans objet)"
"QCL","Cultures et produits animaux","008","Albanie","5111","Réserves","02122","Ovins","2017","2017","Tête","1925511","A","Chiffre officiel"
"QCL","Cultures et produits animaux","008","Albanie","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","7835","A","Chiffre officiel"
"QCL","Cultures et produits animaux","008","Albanie","5114","Réserves","02196","Ruches","2017","2017","No","289962","A","Chiffre officiel"
"QCL","Cultures et produits animaux","008","Albanie","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","180087","A","Chiffre officiel"
"QCL","Cultures et produits animaux","012","Algérie","5111","Réserves","02132","Anes","2017","2017","Tête","95176","A","Chiffre officiel"
"QCL","Cultures et produits animaux","012","Algérie","5111","Réserves","02111","Bovins","2017","2017","Tête","1895126","A","Chiffre officiel"
"QCL","Cultures et produits animaux","012","Algérie","5111","Réserves","02121.01","Camelidés","2017","2017","Tête","381882","A","Chiffre officiel"
"QCL","Cultures et produits animaux","012","Algérie","5112","Réserves","02154","Canards","2017","2017","1000 têtes","62","I","Valeur imputée"
"QCL","Cultures et produits animaux","012","Algérie","5111","Réserves","02123","Caprins","2017","2017","Tête","5007894","A","Chiffre officiel"
"QCL","Cultures et produits animaux","012","Algérie","5111","Réserves","02131","Chevaux","2017","2017","Tête","46841","A","Chiffre officiel"
"QCL","Cultures et produits animaux","012","Algérie","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","96","I","Valeur imputée"
"QCL","Cultures et produits animaux","012","Algérie","5112","Réserves","02191","Leporides","2017","2017","1000 têtes","1682","I","Valeur imputée"
"QCL","Cultures et produits animaux","012","Algérie","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","19247","A","Chiffre officiel"
"QCL","Cultures et produits animaux","012","Algérie","5112","Réserves","02153","Oies","2017","2017","1000 têtes","36","E","Valeur estimée"
"QCL","Cultures et produits animaux","012","Algérie","5111","Réserves","02122","Ovins","2017","2017","Tête","28393602","A","Chiffre officiel"
"QCL","Cultures et produits animaux","012","Algérie","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","136595","I","Valeur imputée"
"QCL","Cultures et produits animaux","012","Algérie","5114","Réserves","02196","Ruches","2017","2017","No","421765","I","Valeur imputée"
"QCL","Cultures et produits animaux","012","Algérie","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","4942","E","Valeur estimée"
"QCL","Cultures et produits animaux","276","Allemagne","5111","Réserves","02111","Bovins","2017","2017","Tête","12281195","A","Chiffre officiel"
"QCL","Cultures et produits animaux","276","Allemagne","5111","Réserves","02112","Buffles","2017","2017","Tête","8674","A","Chiffre officiel"
"QCL","Cultures et produits animaux","276","Allemagne","5112","Réserves","02154","Canards","2017","2017","1000 têtes","2453","I","Valeur imputée"
"QCL","Cultures et produits animaux","276","Allemagne","5111","Réserves","02123","Caprins","2017","2017","Tête","140000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","276","Allemagne","5111","Réserves","02131","Chevaux","2017","2017","Tête","442000","E","Valeur estimée"
"QCL","Cultures et produits animaux","276","Allemagne","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","12000","E","Valeur estimée"
"QCL","Cultures et produits animaux","276","Allemagne","5112","Réserves","02191","Leporides","2017","2017","1000 têtes","58","I","Valeur imputée"
"QCL","Cultures et produits animaux","276","Allemagne","5112","Réserves","02153","Oies","2017","2017","1000 têtes","303","I","Valeur imputée"
"QCL","Cultures et produits animaux","276","Allemagne","5111","Réserves","02122","Ovins","2017","2017","Tête","1579800","A","Chiffre officiel"
"QCL","Cultures et produits animaux","276","Allemagne","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","160000","E","Valeur estimée"
"QCL","Cultures et produits animaux","276","Allemagne","5114","Réserves","02196","Ruches","2017","2017","No","771850","E","Valeur estimée"
"QCL","Cultures et produits animaux","276","Allemagne","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","27577600","A","Chiffre officiel"
"QCL","Cultures et produits animaux","024","Angola","5111","Réserves","02132","Anes","2017","2017","Tête","4475","I","Valeur imputée"
"QCL","Cultures et produits animaux","024","Angola","5111","Réserves","02111","Bovins","2017","2017","Tête","5069445","I","Valeur imputée"
"QCL","Cultures et produits animaux","024","Angola","5111","Réserves","02123","Caprins","2017","2017","Tête","4385840","E","Valeur estimée"
"QCL","Cultures et produits animaux","024","Angola","5111","Réserves","02131","Chevaux","2017","2017","Tête","1016","I","Valeur imputée"
"QCL","Cultures et produits animaux","024","Angola","5111","Réserves","02122","Ovins","2017","2017","Tête","1115448","E","Valeur estimée"
"QCL","Cultures et produits animaux","024","Angola","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","36500","E","Valeur estimée"
"QCL","Cultures et produits animaux","024","Angola","5114","Réserves","02196","Ruches","2017","2017","No","1157854","I","Valeur imputée"
"QCL","Cultures et produits animaux","024","Angola","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","3103127","E","Valeur estimée"
"QCL","Cultures et produits animaux","028","Antigua-et-Barbuda","5111","Réserves","02132","Anes","2017","2017","Tête","1719","I","Valeur imputée"
"QCL","Cultures et produits animaux","028","Antigua-et-Barbuda","5111","Réserves","02111","Bovins","2017","2017","Tête","5000","E","Valeur estimée"
"QCL","Cultures et produits animaux","028","Antigua-et-Barbuda","5111","Réserves","02123","Caprins","2017","2017","Tête","27000","E","Valeur estimée"
"QCL","Cultures et produits animaux","028","Antigua-et-Barbuda","5111","Réserves","02131","Chevaux","2017","2017","Tête","492","I","Valeur imputée"
"QCL","Cultures et produits animaux","028","Antigua-et-Barbuda","5111","Réserves","02122","Ovins","2017","2017","Tête","14000","E","Valeur estimée"
"QCL","Cultures et produits animaux","028","Antigua-et-Barbuda","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","159","I","Valeur imputée"
"QCL","Cultures et produits animaux","028","Antigua-et-Barbuda","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","5000","E","Valeur estimée"
"QCL","Cultures et produits animaux","682","Arabie saoudite","5111","Réserves","02132","Anes","2017","2017","Tête","98835","I","Valeur imputée"
"QCL","Cultures et produits animaux","682","Arabie saoudite","5111","Réserves","02111","Bovins","2017","2017","Tête","364958","A","Chiffre officiel"
"QCL","Cultures et produits animaux","682","Arabie saoudite","5111","Réserves","02121.01","Camelidés","2017","2017","Tête","485926","A","Chiffre officiel"
"QCL","Cultures et produits animaux","682","Arabie saoudite","5111","Réserves","02123","Caprins","2017","2017","Tête","3670440","A","Chiffre officiel"
"QCL","Cultures et produits animaux","682","Arabie saoudite","5111","Réserves","02131","Chevaux","2017","2017","Tête","28000","E","Valeur estimée"
"QCL","Cultures et produits animaux","682","Arabie saoudite","5111","Réserves","02122","Ovins","2017","2017","Tête","9328455","A","Chiffre officiel"
"QCL","Cultures et produits animaux","682","Arabie saoudite","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","195119","I","Valeur imputée"
"QCL","Cultures et produits animaux","032","Argentine","5111","Réserves","02132","Anes","2017","2017","Tête","59261","A","Chiffre officiel"
"QCL","Cultures et produits animaux","032","Argentine","5111","Réserves","02111","Bovins","2017","2017","Tête","54793181","A","Chiffre officiel"
"QCL","Cultures et produits animaux","032","Argentine","5112","Réserves","02154","Canards","2017","2017","1000 têtes","2589","I","Valeur imputée"
"QCL","Cultures et produits animaux","032","Argentine","5111","Réserves","02123","Caprins","2017","2017","Tête","4863894","A","Chiffre officiel"
"QCL","Cultures et produits animaux","032","Argentine","5111","Réserves","02131","Chevaux","2017","2017","Tête","2495378","A","Chiffre officiel"
"QCL","Cultures et produits animaux","032","Argentine","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","2983","I","Valeur imputée"
"QCL","Cultures et produits animaux","032","Argentine","5112","Réserves","02191","Leporides","2017","2017","1000 têtes","1161","I","Valeur imputée"
"QCL","Cultures et produits animaux","032","Argentine","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","45243","A","Chiffre officiel"
"QCL","Cultures et produits animaux","032","Argentine","5112","Réserves","02153","Oies","2017","2017","1000 têtes","166","I","Valeur imputée"
"QCL","Cultures et produits animaux","032","Argentine","5111","Réserves","02122","Ovins","2017","2017","Tête","14746566","A","Chiffre officiel"
"QCL","Cultures et produits animaux","032","Argentine","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","118300","A","Chiffre officiel"
"QCL","Cultures et produits animaux","032","Argentine","5114","Réserves","02196","Ruches","2017","2017","No","2982920","I","Valeur imputée"
"QCL","Cultures et produits animaux","032","Argentine","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","5119438","A","Chiffre officiel"
"QCL","Cultures et produits animaux","051","Arménie","5111","Réserves","02132","Anes","2017","2017","Tête","2104","A","Chiffre officiel"
"QCL","Cultures et produits animaux","051","Arménie","5111","Réserves","02111","Bovins","2017","2017","Tête","655771","A","Chiffre officiel"
"QCL","Cultures et produits animaux","051","Arménie","5111","Réserves","02112","Buffles","2017","2017","Tête","715","A","Chiffre officiel"
"QCL","Cultures et produits animaux","051","Arménie","5111","Réserves","02123","Caprins","2017","2017","Tête","27521","A","Chiffre officiel"
"QCL","Cultures et produits animaux","051","Arménie","5111","Réserves","02131","Chevaux","2017","2017","Tête","10631","A","Chiffre officiel"
"QCL","Cultures et produits animaux","051","Arménie","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","207","E","Valeur estimée"
"QCL","Cultures et produits animaux","051","Arménie","5112","Réserves","02191","Leporides","2017","2017","1000 têtes","31","A","Chiffre officiel"
"QCL","Cultures et produits animaux","051","Arménie","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","36","A","Chiffre officiel"
"QCL","Cultures et produits animaux","051","Arménie","5111","Réserves","02122","Ovins","2017","2017","Tête","699561","A","Chiffre officiel"
"QCL","Cultures et produits animaux","051","Arménie","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","3814","A","Chiffre officiel"
"QCL","Cultures et produits animaux","051","Arménie","5114","Réserves","02196","Ruches","2017","2017","No","237303","A","Chiffre officiel"
"QCL","Cultures et produits animaux","051","Arménie","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","175549","A","Chiffre officiel"
"QCL","Cultures et produits animaux","036","Australie","5111","Réserves","02132","Anes","2017","2017","Tête","1906","I","Valeur imputée"
"QCL","Cultures et produits animaux","036","Australie","5111","Réserves","02111","Bovins","2017","2017","Tête","26175521","A","Chiffre officiel"
"QCL","Cultures et produits animaux","036","Australie","5111","Réserves","02112","Buffles","2017","2017","Tête","","M","Valeur manquante (les données ne peuvent exister, sans objet)"
"QCL","Cultures et produits animaux","036","Australie","5112","Réserves","02154","Canards","2017","2017","1000 têtes","1158","E","Valeur estimée"
"QCL","Cultures et produits animaux","036","Australie","5111","Réserves","02123","Caprins","2017","2017","Tête","3600000","E","Valeur estimée"
"QCL","Cultures et produits animaux","036","Australie","5111","Réserves","02131","Chevaux","2017","2017","Tête","266600","E","Valeur estimée"
"QCL","Cultures et produits animaux","036","Australie","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","1208","E","Valeur estimée"
"QCL","Cultures et produits animaux","036","Australie","5111","Réserves","02122","Ovins","2017","2017","Tête","72125334","A","Chiffre officiel"
"QCL","Cultures et produits animaux","036","Australie","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","95012","A","Chiffre officiel"
"QCL","Cultures et produits animaux","036","Australie","5114","Réserves","02196","Ruches","2017","2017","No","507074","I","Valeur imputée"
"QCL","Cultures et produits animaux","036","Australie","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","2485699","A","Chiffre officiel"
"QCL","Cultures et produits animaux","040","Autriche","5111","Réserves","02111","Bovins","2017","2017","Tête","1954391","A","Chiffre officiel"
"QCL","Cultures et produits animaux","040","Autriche","5112","Réserves","02154","Canards","2017","2017","1000 têtes","74","E","Valeur estimée"
"QCL","Cultures et produits animaux","040","Autriche","5111","Réserves","02123","Caprins","2017","2017","Tête","82735","A","Chiffre officiel"
"QCL","Cultures et produits animaux","040","Autriche","5111","Réserves","02131","Chevaux","2017","2017","Tête","90428","I","Valeur imputée"
"QCL","Cultures et produits animaux","040","Autriche","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","600","I","Valeur imputée"
"QCL","Cultures et produits animaux","040","Autriche","5112","Réserves","02191","Leporides","2017","2017","1000 têtes","200","E","Valeur estimée"
"QCL","Cultures et produits animaux","040","Autriche","5112","Réserves","02153","Oies","2017","2017","1000 têtes","34","I","Valeur imputée"
"QCL","Cultures et produits animaux","040","Autriche","5111","Réserves","02122","Ovins","2017","2017","Tête","378381","A","Chiffre officiel"
"QCL","Cultures et produits animaux","040","Autriche","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","16736","I","Valeur imputée"
"QCL","Cultures et produits animaux","040","Autriche","5114","Réserves","02196","Ruches","2017","2017","No","353300","A","Chiffre officiel"
"QCL","Cultures et produits animaux","040","Autriche","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","2792803","A","Chiffre officiel"
"QCL","Cultures et produits animaux","031","Azerbaïdjan","5111","Réserves","02132","Anes","2017","2017","Tête","30854","A","Chiffre officiel"
"QCL","Cultures et produits animaux","031","Azerbaïdjan","5111","Réserves","02111","Bovins","2017","2017","Tête","2476339","A","Chiffre officiel"
"QCL","Cultures et produits animaux","031","Azerbaïdjan","5111","Réserves","02112","Buffles","2017","2017","Tête","196651","A","Chiffre officiel"
"QCL","Cultures et produits animaux","031","Azerbaïdjan","5111","Réserves","02121.01","Camelidés","2017","2017","Tête","222","A","Chiffre officiel"
"QCL","Cultures et produits animaux","031","Azerbaïdjan","5111","Réserves","02123","Caprins","2017","2017","Tête","633327","A","Chiffre officiel"
"QCL","Cultures et produits animaux","031","Azerbaïdjan","5111","Réserves","02131","Chevaux","2017","2017","Tête","68520","A","Chiffre officiel"
"QCL","Cultures et produits animaux","031","Azerbaïdjan","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","1160","I","Valeur imputée"
"QCL","Cultures et produits animaux","031","Azerbaïdjan","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","62","A","Chiffre officiel"
"QCL","Cultures et produits animaux","031","Azerbaïdjan","5111","Réserves","02122","Ovins","2017","2017","Tête","7820981","A","Chiffre officiel"
"QCL","Cultures et produits animaux","031","Azerbaïdjan","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","30473","A","Chiffre officiel"
"QCL","Cultures et produits animaux","031","Azerbaïdjan","5114","Réserves","02196","Ruches","2017","2017","No","271682","A","Chiffre officiel"
"QCL","Cultures et produits animaux","031","Azerbaïdjan","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","4856","A","Chiffre officiel"
"QCL","Cultures et produits animaux","044","Bahamas","5111","Réserves","02111","Bovins","2017","2017","Tête","766","I","Valeur imputée"
"QCL","Cultures et produits animaux","044","Bahamas","5111","Réserves","02123","Caprins","2017","2017","Tête","14973","I","Valeur imputée"
"QCL","Cultures et produits animaux","044","Bahamas","5111","Réserves","02131","Chevaux","2017","2017","Tête","","M","Valeur manquante (les données ne peuvent exister, sans objet)"
"QCL","Cultures et produits animaux","044","Bahamas","5111","Réserves","02122","Ovins","2017","2017","Tête","6569","I","Valeur imputée"
"QCL","Cultures et produits animaux","044","Bahamas","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","3107","E","Valeur estimée"
"QCL","Cultures et produits animaux","044","Bahamas","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","5010","I","Valeur imputée"
"QCL","Cultures et produits animaux","048","Bahreïn","5111","Réserves","02132","Anes","2017","2017","Tête","","M","Valeur manquante (les données ne peuvent exister, sans objet)"
"QCL","Cultures et produits animaux","048","Bahreïn","5111","Réserves","02111","Bovins","2017","2017","Tête","6898","A","Chiffre officiel"
"QCL","Cultures et produits animaux","048","Bahreïn","5111","Réserves","02121.01","Camelidés","2017","2017","Tête","1066","I","Valeur imputée"
"QCL","Cultures et produits animaux","048","Bahreïn","5111","Réserves","02123","Caprins","2017","2017","Tête","20000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","048","Bahreïn","5111","Réserves","02122","Ovins","2017","2017","Tête","64704","A","Chiffre officiel"
"QCL","Cultures et produits animaux","048","Bahreïn","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","9134","A","Chiffre officiel"
"QCL","Cultures et produits animaux","050","Bangladesh","5111","Réserves","02111","Bovins","2017","2017","Tête","23935000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","050","Bangladesh","5111","Réserves","02112","Buffles","2017","2017","Tête","1478000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","050","Bangladesh","5112","Réserves","02154","Canards","2017","2017","1000 têtes","54016","A","Chiffre officiel"
"QCL","Cultures et produits animaux","050","Bangladesh","5111","Réserves","02123","Caprins","2017","2017","Tête","56690990","E","Valeur estimée"
"QCL","Cultures et produits animaux","050","Bangladesh","5111","Réserves","02122","Ovins","2017","2017","Tête","2073144","E","Valeur estimée"
"QCL","Cultures et produits animaux","050","Bangladesh","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","275183","A","Chiffre officiel"
"QCL","Cultures et produits animaux","052","Barbade","5111","Réserves","02132","Anes","2017","2017","Tête","2253","I","Valeur imputée"
"QCL","Cultures et produits animaux","052","Barbade","5111","Réserves","02111","Bovins","2017","2017","Tête","11724","I","Valeur imputée"
"QCL","Cultures et produits animaux","052","Barbade","5111","Réserves","02123","Caprins","2017","2017","Tête","5506","I","Valeur imputée"
"QCL","Cultures et produits animaux","052","Barbade","5111","Réserves","02131","Chevaux","2017","2017","Tête","1246","I","Valeur imputée"
"QCL","Cultures et produits animaux","052","Barbade","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","74","I","Valeur imputée"
"QCL","Cultures et produits animaux","052","Barbade","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","2000","I","Valeur imputée"
"QCL","Cultures et produits animaux","052","Barbade","5111","Réserves","02122","Ovins","2017","2017","Tête","13512","I","Valeur imputée"
"QCL","Cultures et produits animaux","052","Barbade","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","4871","I","Valeur imputée"
"QCL","Cultures et produits animaux","052","Barbade","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","20964","I","Valeur imputée"
"QCL","Cultures et produits animaux","112","Bélarus","5111","Réserves","02132","Anes","2017","2017","Tête","8989","I","Valeur imputée"
"QCL","Cultures et produits animaux","112","Bélarus","5111","Réserves","02111","Bovins","2017","2017","Tête","4361400","A","Chiffre officiel"
"QCL","Cultures et produits animaux","112","Bélarus","5112","Réserves","02154","Canards","2017","2017","1000 têtes","1800","E","Valeur estimée"
"QCL","Cultures et produits animaux","112","Bélarus","5111","Réserves","02123","Caprins","2017","2017","Tête","64700","A","Chiffre officiel"
"QCL","Cultures et produits animaux","112","Bélarus","5111","Réserves","02131","Chevaux","2017","2017","Tête","49000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","112","Bélarus","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","1603","I","Valeur imputée"
"QCL","Cultures et produits animaux","112","Bélarus","5112","Réserves","02191","Leporides","2017","2017","1000 têtes","330","A","Chiffre officiel"
"QCL","Cultures et produits animaux","112","Bélarus","5111","Réserves","02122","Ovins","2017","2017","Tête","89900","A","Chiffre officiel"
"QCL","Cultures et produits animaux","112","Bélarus","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","46000","E","Valeur estimée"
"QCL","Cultures et produits animaux","112","Bélarus","5114","Réserves","02196","Ruches","2017","2017","No","207","A","Chiffre officiel"
"QCL","Cultures et produits animaux","112","Bélarus","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","3155700","A","Chiffre officiel"
"QCL","Cultures et produits animaux","056","Belgique","5111","Réserves","02132","Anes","2017","2017","Tête","2","I","Valeur imputée"
"QCL","Cultures et produits animaux","056","Belgique","5111","Réserves","02111","Bovins","2017","2017","Tête","2385988","A","Chiffre officiel"
"QCL","Cultures et produits animaux","056","Belgique","5112","Réserves","02154","Canards","2017","2017","1000 têtes","164","E","Valeur estimée"
"QCL","Cultures et produits animaux","056","Belgique","5111","Réserves","02123","Caprins","2017","2017","Tête","45000","E","Valeur estimée"
"QCL","Cultures et produits animaux","056","Belgique","5111","Réserves","02131","Chevaux","2017","2017","Tête","29437","I","Valeur imputée"
"QCL","Cultures et produits animaux","056","Belgique","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","270","I","Valeur imputée"
"QCL","Cultures et produits animaux","056","Belgique","5112","Réserves","02191","Leporides","2017","2017","1000 têtes","185","I","Valeur imputée"
"QCL","Cultures et produits animaux","056","Belgique","5112","Réserves","02153","Oies","2017","2017","1000 têtes","4","I","Valeur imputée"
"QCL","Cultures et produits animaux","056","Belgique","5111","Réserves","02122","Ovins","2017","2017","Tête","91971","I","Valeur imputée"
"QCL","Cultures et produits animaux","056","Belgique","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","26905","A","Chiffre officiel"
"QCL","Cultures et produits animaux","056","Belgique","5114","Réserves","02196","Ruches","2017","2017","No","33314","I","Valeur imputée"
"QCL","Cultures et produits animaux","056","Belgique","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","6108077","A","Chiffre officiel"
"QCL","Cultures et produits animaux","084","Belize","5111","Réserves","02111","Bovins","2017","2017","Tête","103108","I","Valeur imputée"
"QCL","Cultures et produits animaux","084","Belize","5112","Réserves","02154","Canards","2017","2017","1000 têtes","12","I","Valeur imputée"
"QCL","Cultures et produits animaux","084","Belize","5111","Réserves","02123","Caprins","2017","2017","Tête","189","I","Valeur imputée"
"QCL","Cultures et produits animaux","084","Belize","5111","Réserves","02131","Chevaux","2017","2017","Tête","5969","I","Valeur imputée"
"QCL","Cultures et produits animaux","084","Belize","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","52","I","Valeur imputée"
"QCL","Cultures et produits animaux","084","Belize","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","4622","I","Valeur imputée"
"QCL","Cultures et produits animaux","084","Belize","5111","Réserves","02122","Ovins","2017","2017","Tête","15854","I","Valeur imputée"
"QCL","Cultures et produits animaux","084","Belize","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","1638","I","Valeur imputée"
"QCL","Cultures et produits animaux","084","Belize","5114","Réserves","02196","Ruches","2017","2017","No","2068","E","Valeur estimée"
"QCL","Cultures et produits animaux","084","Belize","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","23007","I","Valeur imputée"
"QCL","Cultures et produits animaux","204","Bénin","5111","Réserves","02132","Anes","2017","2017","Tête","642","I","Valeur imputée"
"QCL","Cultures et produits animaux","204","Bénin","5111","Réserves","02111","Bovins","2017","2017","Tête","2400000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","204","Bénin","5111","Réserves","02123","Caprins","2017","2017","Tête","1878000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","204","Bénin","5111","Réserves","02131","Chevaux","2017","2017","Tête","1171","I","Valeur imputée"
"QCL","Cultures et produits animaux","204","Bénin","5111","Réserves","02122","Ovins","2017","2017","Tête","934000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","204","Bénin","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","20643","A","Chiffre officiel"
"QCL","Cultures et produits animaux","204","Bénin","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","485000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","064","Bhoutan","5111","Réserves","02132","Anes","2017","2017","Tête","17972","I","Valeur imputée"
"QCL","Cultures et produits animaux","064","Bhoutan","5111","Réserves","02111","Bovins","2017","2017","Tête","303250","A","Chiffre officiel"
